year,question_number,subject,question_text,option_a,option_b,option_c,option_d,answer
2017,34,Economy,"With reference to the 'National Intellectual Property Rights Policy', consider the following statements: 1. It reiterates India's commitment to the Doha Development Agenda and the TRIPS Agreement. 2. Department of Industrial Policy and Promotion is the nodal agency for regulating intellectual property rights in India. Which of the above statements is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C
2017,35,Environment & Ecology,"According to the Wildlife (Protection) Act, 1972, which of the following animals cannot be hunted by any person except under some provisions provided by law? 1. Gharial 2. Indian wild ass 3. Wild buffalo. Select the correct answer using the code given below:",1 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D
2017,36,Polity,Which of the following statements is/are true of the Fundamental Duties of an Indian citizen? 1. A legislative process has been provided to enforce these duties. 2. They are correlative to legal duties. Select the correct answer using the code given below:,1 only,2 only,Both 1 and 2,Neither 1 nor 2,D
2017,37,Modern History,Consider the following pairs: 1. Radhakanta Deb -- First President of the British Indian Association 2. Gazulu Lakshminarasu Chetty -- Founder of the Madras Mahajana Sabha 3. Surendranath Banerjee -- Founder of the Indian Association. Which of the above pairs is/are correctly matched?,1 only,1 and 3 only,2 and 3 only,"1, 2 and 3",B
2017,38,Polity,Which one of the following objectives is not embodied in the Preamble to the Constitution of India?,Liberty of thought,Economic liberty,Liberty of expression,Liberty of belief,B
2017,39,Economy,"With reference to 'Quality Council of India (QCI)', consider the following statements: 1. QCI was set up jointly by the Government of India and the Indian Industry. 2. Chairman of QCI is appointed by the Prime Minister on the recommendations of the industry to the Government. Which of the above statements is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C
2017,40,Economy,What is the purpose of setting up of Small Finance Banks (SFBs) in India? 1. To supply credit to small business units 2. To supply credit to small and marginal farmers 3. To encourage young entrepreneurs to set up business particularly in rural areas. Select the correct answer using the code given below:,1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A
2017,41,Current Affairs,"With reference to 'Asia Pacific Ministerial Conference on Housing and Urban Development (APMCHUD)', consider the following statements: 1. The first APMCHUD was held in India in 2006 on the theme Emerging Urban Forms Policy Responses and Governance Structure'. 2. India hosts all the Annual Ministerial Conferences in partnership with ADB, APEC and ASEAN. Which of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,D
2017,42,Polity,Democracy's superior virtue lies in the fact that it calls into activity,the intelligence and character of ordinary men and women.,the methods for strengthening executive leadership.,a superior individual with dynamism and vision.,a band of dedicated party workers.,A
2017,43,Economy,Which of the following is a most likely consequence of implementing the 'Unified Payments Interface (UPI)'?,Mobile wallets will not be necessary for online payments.,Digital currency will totally replace the physical currency in about two decades.,FDI inflows will drastically increase.,Direct transfer of subsidies to poor people will become very effective.,A
2017,44,Science & Tech,"The terms 'Event Horizon', 'Singularity', 'String Theory' and 'Standard Model' are sometimes seen in the news in the context of",Observation and understanding of Universe,Study of the solar and the lunar eclipses,Placing satellites in the orbit of Earth,Origin and evolution of living organisms on the Earth,A
2017,45,Science & Tech,"With reference to agriculture in India, how can the technique of 'genome sequencing' often seen in the news, be used in immediate future? 1. Genome sequencing can be used to identify genetic markers for disease resistance and drought tolerance in various crop plants. 2. This technique helps in reducing the time required to develop new varieties of crop plants. 3. It can be used to decipher host-pathogen relationships in crops. Select the correct answer using the code given below:",1 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D
2017,46,Polity,The main advantage of the parliamentary form of government is that,the executive and legislature work independently.,it provides continuity of policy and is more efficient.,the executive remains responsible to the legislature.,the head of the government cannot be changed without election.,C
2017,47,Polity,"In the context of India, which one of the following is the correct relationship between Rights and Duties?",Rights are correlative with Duties.,Rights are personal and hence independent of society and Duties.,"Rights, not Duties, are important for the advancement of the personality of the citizen.","Duties, not Rights, are important for the stability of the State.",A
2017,48,Polity,The mind of the makers of the Constitution of India is reflected in which of the following?,The Preamble,The Fundamental Rights,The Directive Principles of State Policy,The Fundamental Duties,A
2017,49,Geography,"If you travel by road from Kohima to Kottayam, what is the minimum number of States within India through which you can travel, including the origin and the destination?",6,7,8,9,B
2017,50,Polity,The Parliament of India exercises control over the functions of the Council of Ministers through 1. Adjournment motion 2. Question hour 3. Supplementary questions. Select the correct answer using the code given below:,1 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D
2017,51,Ancient History,Which one of the following was a very important seaport in the Kakatiya kingdom?,Kakinada,Motupalli,Machilipatnam (Masulipatnam),Nelluru,B
2017,52,Environment & Ecology,"With reference to 'Global Climate Change Alliance', which of the following statements is/are correct? 1. It is an initiative of the European Union. 2. It provides technical and financial support to targeted developing countries to integrate climate change into their development policies and budgets. 3. It is coordinated by World Resources Institute (WRI) and World Business Council for Sustainable Development (WBCSD). Select the correct answer using the code given below:",1 and 2 only,3 only,2 and 3 only,"1, 2 and 3",A
2017,53,Ancient History,"With reference to the religious history of India, consider the following statements: 1. Sautrantika and Sammitiya were the sects of Jainism. 2. Sarvastivadin held that the constituents of phenomena were not wholly momentary, but existed forever in a latent form. Which of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,B
2017,54,Geography,Mediterranean Sea is a border of which of the following countries? 1. Jordan 2. Iraq 3. Lebanon 4. Syria. Select the correct answer using the code given below:,"1, 2 and 3 only",2 and 3 only,3 and 4 only,"1, 3 and 4 only",C
2017,55,Economy,"With reference to 'National Investment and Infrastructure Fund', which of the following statements is/are correct? 1. It is an organ of NITI Aayog. 2. It has a corpus of â‚¹4,00,000 crore at present. Select the correct answer using the code given below:",1 only,2 only,Both 1 and 2,Neither 1 nor 2,D
2017,56,Economy,The Global Infrastructure Facility is a/an,ASEAN initiative to upgrade infrastructure in Asia and financed by credit from the Asian Development Bank.,World Bank collaboration that facilitates the preparation and structuring of complex infrastructure Public-Private Partnerships (PPPs) to enable mobilization of private sector and institutional investor capital.,Collaboration among the major banks of the world working with the OECD and focused on expanding the set of infrastructure projects that have the potential to mobilize private investment.,UNCTAD funded initiative that seeks to finance and facilitate infrastructure development in the world.,B
2017,57,Polity,"For election to the Lok Sabha, a nomination paper can be filed by",anyone residing in India.,a resident of the constituency from which the election is to be contested.,any citizen of India whose name appears in the electoral roll of a constituency.,any citizen of India.,C
2017,58,Geography,"Consider the following statements: 1. In India, the Himalayas are spread over five States only. 2. Western Ghats are spread over five States only. 3. Pulicat Lake is spread over two States only. Which of the statements given above is/are correct?",1 and 2 only,3 only,2 and 3 only,1 and 3 only,B
2017,59,Environment & Ecology,Biological Oxygen Demand (BOD) is a standard criterion for,Measuring oxygen levels in blood,Computing oxygen levels in forest ecosystems,Pollution assay in aquatic ecosystems,Assessing oxygen levels in high altitude regions,C
2017,60,Current Affairs,"With reference to the role of UN-Habitat in the United Nations programme working towards a better urban future, which of the statements is/are correct? 1. UN-Habitat has been mandated by the United Nations General Assembly to promote socially and environmentally sustainable towns and cities to provide adequate shelter for all. 2. Its partners are either governments or local urban authorities only. 3. UN-Habitat contributes to the overall objective of the United Nations system to reduce poverty and to promote access to safe drinking water and basic sanitation. Select the correct answer using the code given below;","1, 2 and 3",1 and 3 only,2 and 3 only,1 only,B
